lat_grid,lon_grid,date,chlorophyll_mg_m3,ndci,cloud_cover_frac,pixel_valid,data_source
18.25,110.5,2023-08-03,1.2966,0.4434,0.19,1,MODIS_TERRA
18.5,106.25,2023-08-03,1.606,0.5252,0.7,0,MODIS_TERRA
18.5,110.5,2023-08-03,1.4024,0.4744,0.74,0,MODIS_TERRA
18.75,106.25,2023-08-03,1.9972,0.5996,0.45,1,MODIS_TERRA
19.75,108.5,2023-08-03,1.4124,0.4771,0.1,1,MODIS_TERRA
19.75,108.75,2023-08-03,1.3624,0.4631,0.38,1,MODIS_TERRA
20.0,107.75,2023-08-03,1.3536,0.4605,0.42,1,MODIS_TERRA
20.0,108.0,2023-08-03,1.3085,0.4471,0.18,1,MODIS_TERRA
20.0,108.25,2023-08-03,1.3147,0.4489,0.63,0,MODIS_TERRA
20.0,108.5,2023-08-03,1.6358,0.5318,0.28,1,MODIS_TERRA
20.25,107.75,2023-08-03,1.4256,0.4807,0.11,1,MODIS_TERRA
20.25,108.0,2023-08-03,1.371,0.4655,0.69,0,MODIS_TERRA
20.25,108.25,2023-08-03,1.3536,0.4605,0.6,0,MODIS_TERRA
21.5,98.25,2023-08-03,2.3316,0.6468,0.08,1,MODIS_TERRA
21.5,99.5,2023-08-03,2.5426,0.6713,0.7,0,MODIS_TERRA
21.75,98.5,2023-08-03,2.3775,0.6525,0.41,1,MODIS_TERRA
21.75,98.75,2023-08-03,2.512,0.668,0.32,1,MODIS_TERRA
21.75,99.0,2023-08-03,2.6071,0.6782,0.47,1,MODIS_TERRA
22.0,99.0,2023-08-03,2.6777,0.6853,0.3,1,MODIS_TERRA
22.0,99.25,2023-08-03,2.495,0.6661,0.25,1,MODIS_TERRA
4.25,100.0,2023-08-04,2.6207,0.6796,0.4,1,MODIS_TERRA
4.5,99.5,2023-08-04,2.6239,0.6799,0.04,1,MODIS_TERRA
4.5,99.75,2023-08-04,2.6275,0.6803,0.17,1,MODIS_TERRA
5.0,99.0,2023-08-04,2.7825,0.6954,0.42,1,MODIS_TERRA
5.0,99.25,2023-08-04,2.5407,0.6711,0.23,1,MODIS_TERRA
6.75,104.25,2023-08-04,2.1003,0.6154,0.36,1,MODIS_TERRA
6.75,104.5,2023-08-04,2.1538,0.6232,0.09,1,MODIS_TERRA
7.0,104.5,2023-08-04,2.3741,0.6521,0.09,1,MODIS_TERRA
7.0,104.75,2023-08-04,2.1497,0.6226,0.28,1,MODIS_TERRA
7.0,105.0,2023-08-04,2.4922,0.6658,0.78,0,MODIS_TERRA
7.25,103.75,2023-08-04,2.2123,0.6313,0.0,1,MODIS_TERRA
7.25,104.0,2023-08-04,2.2619,0.6379,0.23,1,MODIS_TERRA
7.5,104.0,2023-08-04,2.354,0.6496,0.39,1,MODIS_TERRA
7.5,104.5,2023-08-04,2.2613,0.6378,0.15,1,MODIS_TERRA
9.75,119.75,2023-08-04,2.6226,0.6798,0.29,1,MODIS_TERRA
10.0,119.5,2023-08-04,2.8047,0.6974,0.34,1,MODIS_TERRA
10.0,120.0,2023-08-04,2.6524,0.6828,0.41,1,MODIS_TERRA
10.25,119.25,2023-08-04,2.6381,0.6813,0.74,0,MODIS_TERRA
10.25,119.5,2023-08-04,2.6789,0.6854,0.73,0,MODIS_TERRA
10.25,119.75,2023-08-04,2.7206,0.6895,0.29,1,MODIS_TERRA
12.25,103.75,2023-08-04,2.4638,0.6626,0.36,1,MODIS_TERRA
12.5,103.5,2023-08-04,2.233,0.6341,0.48,1,MODIS_TERRA
12.5,103.75,2023-08-04,2.2529,0.6367,0.38,1,MODIS_TERRA
12.75,103.25,2023-08-04,2.2803,0.6403,0.2,1,MODIS_TERRA
12.75,103.5,2023-08-04,2.2734,0.6394,0.61,0,MODIS_TERRA
13.0,103.25,2023-08-04,2.1414,0.6214,0.55,0,MODIS_TERRA
13.25,102.25,2023-08-04,2.4898,0.6655,0.45,1,MODIS_TERRA
13.5,101.75,2023-08-04,2.6267,0.6802,0.63,0,MODIS_TERRA
13.5,102.0,2023-08-04,2.3441,0.6484,0.78,0,MODIS_TERRA
13.75,101.75,2023-08-04,2.4348,0.6593,0.25,1,MODIS_TERRA
13.75,102.0,2023-08-04,2.4202,0.6576,0.7,0,MODIS_TERRA
13.75,102.25,2023-08-04,2.5555,0.6727,0.52,0,MODIS_TERRA
17.75,105.0,2023-08-04,2.1178,0.618,0.71,0,MODIS_TERRA
17.75,114.25,2023-08-04,2.0193,0.6031,0.42,1,MODIS_TERRA
18.0,104.75,2023-08-04,1.8315,0.5711,0.41,1,MODIS_TERRA
18.0,114.0,2023-08-04,1.6671,0.5386,0.08,1,MODIS_TERRA
18.25,105.0,2023-08-04,1.8113,0.5673,0.62,0,MODIS_TERRA
18.25,105.5,2023-08-04,1.7065,0.5468,0.28,1,MODIS_TERRA
18.25,110.0,2023-08-04,1.3067,0.4465,0.2,1,MODIS_TERRA
18.25,110.25,2023-08-04,1.4598,0.4898,0.02,1,MODIS_TERRA
18.25,113.5,2023-08-04,1.6418,0.5331,0.62,0,MODIS_TERRA
18.25,113.75,2023-08-04,1.6124,0.5266,0.21,1,MODIS_TERRA
18.25,114.25,2023-08-04,1.6811,0.5415,0.1,1,MODIS_TERRA
18.5,105.25,2023-08-04,1.9567,0.5929,0.41,1,MODIS_TERRA
18.5,105.5,2023-08-04,1.7709,0.5597,0.36,1,MODIS_TERRA
18.5,110.0,2023-08-04,1.2451,0.427,0.78,0,MODIS_TERRA
18.5,110.25,2023-08-04,1.3338,0.4547,0.67,0,MODIS_TERRA
18.5,110.5,2023-08-04,1.2201,0.4186,0.41,1,MODIS_TERRA
18.5,113.5,2023-08-04,1.5401,0.5098,0.51,0,MODIS_TERRA
18.5,113.75,2023-08-04,1.69,0.5434,0.51,0,MODIS_TERRA
18.75,105.5,2023-08-04,1.7327,0.5521,0.29,1,MODIS_TERRA
18.75,113.25,2023-08-04,1.6207,0.5285,0.56,0,MODIS_TERRA
19.0,105.0,2023-08-04,1.7888,0.5631,0.08,1,MODIS_TERRA
19.25,106.75,2023-08-04,1.6098,0.526,0.68,0,MODIS_TERRA
19.5,107.0,2023-08-04,1.6059,0.5251,0.31,1,MODIS_TERRA
19.75,107.5,2023-08-04,1.4006,0.4739,0.46,1,MODIS_TERRA
19.75,108.5,2023-08-04,1.2218,0.4192,0.3,1,MODIS_TERRA
19.75,108.75,2023-08-04,1.2573,0.4309,0.71,0,MODIS_TERRA
20.0,108.0,2023-08-04,1.3764,0.4671,0.55,0,MODIS_TERRA
20.0,108.25,2023-08-04,1.3112,0.4479,0.32,1,MODIS_TERRA
20.0,108.75,2023-08-04,1.1773,0.4038,0.11,1,MODIS_TERRA
20.0,109.25,2023-08-04,1.1221,0.3835,0.51,0,MODIS_TERRA
20.25,108.75,2023-08-04,1.2232,0.4197,0.62,0,MODIS_TERRA
4.25,98.75,2023-08-05,2.4161,0.6571,0.44,1,MODIS_TERRA
4.5,98.5,2023-08-05,2.3763,0.6523,0.44,1,MODIS_TERRA
4.5,98.75,2023-08-05,2.5564,0.6728,0.49,1,MODIS_TERRA
4.75,98.5,2023-08-05,2.3494,0.649,0.21,1,MODIS_TERRA
5.0,98.25,2023-08-05,2.3218,0.6456,0.5,0,MODIS_TERRA
5.0,99.0,2023-08-05,2.4706,0.6634,0.52,0,MODIS_TERRA
5.25,98.75,2023-08-05,2.4102,0.6564,0.02,1,MODIS_TERRA
10.5,118.75,2023-08-05,2.5571,0.6729,0.04,1,MODIS_TERRA
10.75,118.5,2023-08-05,2.5415,0.6712,0.3,1,MODIS_TERRA
10.75,119.0,2023-08-05,2.56,0.6732,0.7,0,MODIS_TERRA
11.0,118.5,2023-08-05,2.5033,0.667,0.24,1,MODIS_TERRA
11.0,118.75,2023-08-05,2.6258,0.6801,0.02,1,MODIS_TERRA
12.25,103.5,2023-08-05,2.4531,0.6614,0.33,1,MODIS_TERRA
12.25,103.75,2023-08-05,2.3114,0.6443,0.69,0,MODIS_TERRA
12.5,103.25,2023-08-05,2.1948,0.6289,0.43,1,MODIS_TERRA
12.5,104.25,2023-08-05,2.446,0.6606,0.79,0,MODIS_TERRA
12.5,104.5,2023-08-05,2.1846,0.6275,0.16,1,MODIS_TERRA
12.75,104.25,2023-08-05,2.2166,0.6319,0.1,1,MODIS_TERRA
14.0,102.0,2023-08-05,2.3498,0.6491,0.01,1,MODIS_TERRA
14.25,101.75,2023-08-05,2.3255,0.6461,0.49,1,MODIS_TERRA
14.25,102.0,2023-08-05,2.3151,0.6448,0.26,1,MODIS_TERRA
14.25,102.25,2023-08-05,2.554,0.6726,0.7,0,MODIS_TERRA
17.5,105.25,2023-08-05,1.7858,0.5625,0.8,0,MODIS_TERRA
17.5,105.75,2023-08-05,1.7281,0.5512,0.15,1,MODIS_TERRA
17.5,106.5,2023-08-05,1.6928,0.544,0.06,1,MODIS_TERRA
17.5,115.0,2023-08-05,1.7836,0.5621,0.02,1,MODIS_TERRA
17.75,105.0,2023-08-05,1.8413,0.5729,0.54,0,MODIS_TERRA
17.75,105.5,2023-08-05,1.9549,0.5927,0.16,1,MODIS_TERRA
17.75,105.75,2023-08-05,1.6854,0.5424,0.39,1,MODIS_TERRA
17.75,106.0,2023-08-05,1.7687,0.5592,0.34,1,MODIS_TERRA
17.75,106.25,2023-08-05,1.6027,0.5244,0.62,0,MODIS_TERRA
17.75,115.25,2023-08-05,2.0053,0.6008,0.5,0,MODIS_TERRA
18.0,106.0,2023-08-05,1.6702,0.5392,0.05,1,MODIS_TERRA
18.0,114.75,2023-08-05,1.9455,0.5911,0.33,1,MODIS_TERRA
18.0,115.25,2023-08-05,1.8721,0.5784,0.37,1,MODIS_TERRA
18.25,109.75,2023-08-05,1.4009,0.4739,0.71,0,MODIS_TERRA
18.25,110.0,2023-08-05,1.4968,0.4992,0.57,0,MODIS_TERRA
18.25,114.0,2023-08-05,1.6975,0.5449,0.68,0,MODIS_TERRA
18.25,114.5,2023-08-05,1.6985,0.5451,0.43,1,MODIS_TERRA
18.5,109.75,2023-08-05,1.2637,0.433,0.75,0,MODIS_TERRA
18.5,110.0,2023-08-05,1.2115,0.4157,0.25,1,MODIS_TERRA
18.5,114.0,2023-08-05,1.9308,0.5886,0.45,1,MODIS_TERRA
18.5,114.25,2023-08-05,1.6659,0.5383,0.16,1,MODIS_TERRA
19.25,106.5,2023-08-05,1.5463,0.5113,0.68,0,MODIS_TERRA
19.25,106.75,2023-08-05,1.5677,0.5164,0.58,0,MODIS_TERRA
19.5,106.0,2023-08-05,1.6144,0.527,0.78,0,MODIS_TERRA
19.5,106.25,2023-08-05,1.6141,0.527,0.7,0,MODIS_TERRA
19.5,106.5,2023-08-05,1.9418,0.5905,0.7,0,MODIS_TERRA
19.5,107.0,2023-08-05,1.8367,0.572,0.54,0,MODIS_TERRA
19.5,107.25,2023-08-05,1.6408,0.5329,0.54,0,MODIS_TERRA
0.0,99.0,2023-08-06,2.4447,0.6604,0.45,1,MODIS_TERRA
0.0,121.0,2023-08-06,2.4463,0.6606,0.07,1,MODIS_TERRA
1.0,112.0,2023-08-06,1.2841,0.4395,0.68,0,MODIS_TERRA
2.0,109.0,2023-08-06,1.475,0.4937,0.5,0,MODIS_TERRA
2.0,113.0,2023-08-06,1.4442,0.4856,0.68,0,MODIS_TERRA
2.0,115.0,2023-08-06,1.8458,0.5737,0.44,1,MODIS_TERRA
4.0,98.75,2023-08-06,2.4916,0.6657,0.33,1,MODIS_TERRA
4.0,99.25,2023-08-06,2.5267,0.6696,0.09,1,MODIS_TERRA
4.25,99.0,2023-08-06,2.4876,0.6653,0.22,1,MODIS_TERRA
4.25,99.25,2023-08-06,2.5496,0.6721,0.14,1,MODIS_TERRA
4.25,99.5,2023-08-06,2.646,0.6821,0.75,0,MODIS_TERRA
5.0,96.0,2023-08-06,1.9923,0.5988,0.11,1,MODIS_TERRA
5.0,101.0,2023-08-06,2.5664,0.6739,0.02,1,MODIS_TERRA
5.0,109.0,2023-08-06,1.7759,0.5606,0.43,1,MODIS_TERRA
5.0,117.0,2023-08-06,2.1226,0.6187,0.3,1,MODIS_TERRA
6.0,99.0,2023-08-06,2.554,0.6726,0.54,0,MODIS_TERRA
6.0,117.0,2023-08-06,2.1092,0.6167,0.64,0,MODIS_TERRA
7.0,101.0,2023-08-06,2.4407,0.6599,0.65,0,MODIS_TERRA
7.0,112.0,2023-08-06,2.0994,0.6153,0.54,0,MODIS_TERRA
8.0,99.0,2023-08-06,2.4173,0.6572,0.03,1,MODIS_TERRA
8.0,100.0,2023-08-06,2.6337,0.6809,0.45,1,MODIS_TERRA
8.0,102.0,2023-08-06,2.3001,0.6429,0.08,1,MODIS_TERRA
9.0,97.0,2023-08-06,2.4157,0.657,0.52,0,MODIS_TERRA
9.0,104.0,2023-08-06,2.8376,0.7004,0.2,1,MODIS_TERRA
9.0,117.0,2023-08-06,2.4636,0.6626,0.44,1,MODIS_TERRA
10.0,102.0,2023-08-06,2.5911,0.6765,0.1,1,MODIS_TERRA
10.5,118.25,2023-08-06,2.5185,0.6687,0.12,1,MODIS_TERRA
10.5,118.5,2023-08-06,2.5222,0.6691,0.35,1,MODIS_TERRA
10.75,118.5,2023-08-06,2.4771,0.6641,0.05,1,MODIS_TERRA
10.75,118.75,2023-08-06,2.4806,0.6645,0.08,1,MODIS_TERRA
10.75,119.0,2023-08-06,2.5399,0.671,0.53,0,MODIS_TERRA
11.0,101.0,2023-08-06,2.4801,0.6644,0.39,1,MODIS_TERRA
11.0,108.0,2023-08-06,2.4328,0.659,0.3,1,MODIS_TERRA
11.0,111.0,2023-08-06,2.5953,0.6769,0.24,1,MODIS_TERRA
11.0,118.75,2023-08-06,2.5317,0.6702,0.1,1,MODIS_TERRA
11.0,119.0,2023-08-06,2.501,0.6668,0.57,0,MODIS_TERRA
11.25,118.75,2023-08-06,2.4854,0.665,0.11,1,MODIS_TERRA
12.25,104.0,2023-08-06,2.4435,0.6603,0.32,1,MODIS_TERRA
12.25,104.25,2023-08-06,2.2659,0.6385,0.57,0,MODIS_TERRA
12.5,104.0,2023-08-06,2.1914,0.6284,0.02,1,MODIS_TERRA
12.75,104.0,2023-08-06,2.1578,0.6237,0.63,0,MODIS_TERRA
12.75,104.25,2023-08-06,2.1561,0.6235,0.16,1,MODIS_TERRA
13.0,100.0,2023-08-06,2.5839,0.6757,0.34,1,MODIS_TERRA
13.0,103.0,2023-08-06,2.1928,0.6286,0.29,1,MODIS_TERRA
13.0,104.0,2023-08-06,2.0948,0.6146,0.15,1,MODIS_TERRA
13.0,105.0,2023-08-06,2.1162,0.6178,0.5,0,MODIS_TERRA
13.0,106.0,2023-08-06,2.0927,0.6143,0.06,1,MODIS_TERRA
13.0,109.0,2023-08-06,2.146,0.6221,0.71,0,MODIS_TERRA
13.0,114.0,2023-08-06,2.1145,0.6175,0.16,1,MODIS_TERRA
13.0,116.0,2023-08-06,2.2556,0.6371,0.11,1,MODIS_TERRA
13.0,121.0,2023-08-06,2.6545,0.683,0.07,1,MODIS_TERRA
14.0,116.0,2023-08-06,2.0324,0.6051,0.36,1,MODIS_TERRA
14.0,119.0,2023-08-06,2.8862,0.7047,0.1,1,MODIS_TERRA
14.25,101.75,2023-08-06,2.3372,0.6475,0.6,0,MODIS_TERRA
14.25,102.0,2023-08-06,2.4132,0.6567,0.25,1,MODIS_TERRA
14.25,102.25,2023-08-06,2.3504,0.6492,0.6,0,MODIS_TERRA
14.5,102.25,2023-08-06,2.2284,0.6335,0.28,1,MODIS_TERRA
14.75,102.5,2023-08-06,2.2167,0.6319,0.49,1,MODIS_TERRA
15.0,103.0,2023-08-06,2.1649,0.6248,0.19,1,MODIS_TERRA
15.0,105.0,2023-08-06,1.8544,0.5753,0.18,1,MODIS_TERRA
15.0,117.0,2023-08-06,2.1399,0.6212,0.06,1,MODIS_TERRA
16.0,117.0,2023-08-06,2.2514,0.6365,0.71,0,MODIS_TERRA
16.75,106.25,2023-08-06,1.6649,0.5381,0.63,0,MODIS_TERRA
17.0,97.0,2023-08-06,2.2929,0.642,0.77,0,MODIS_TERRA
17.0,106.0,2023-08-06,1.7397,0.5535,0.39,1,MODIS_TERRA
17.0,106.25,2023-08-06,1.635,0.5316,0.77,0,MODIS_TERRA
17.0,118.0,2023-08-06,2.3031,0.6433,0.34,1,MODIS_TERRA
17.0,121.0,2023-08-06,2.4883,0.6654,0.36,1,MODIS_TERRA
17.25,106.0,2023-08-06,1.6427,0.5333,0.75,0,MODIS_TERRA
17.25,115.25,2023-08-06,1.8551,0.5754,0.32,1,MODIS_TERRA
17.25,115.5,2023-08-06,2.0465,0.6073,0.76,0,MODIS_TERRA
17.5,106.0,2023-08-06,1.6992,0.5453,0.52,0,MODIS_TERRA
17.5,106.25,2023-08-06,1.6558,0.5361,0.13,1,MODIS_TERRA
17.5,106.5,2023-08-06,1.5302,0.5074,0.2,1,MODIS_TERRA
17.5,115.0,2023-08-06,1.8735,0.5787,0.57,0,MODIS_TERRA
17.5,115.25,2023-08-06,1.9486,0.5916,0.08,1,MODIS_TERRA
17.5,115.5,2023-08-06,1.8862,0.5809,0.64,0,MODIS_TERRA
17.5,115.75,2023-08-06,1.9283,0.5882,0.03,1,MODIS_TERRA
17.75,106.25,2023-08-06,1.8307,0.5709,0.0,1,MODIS_TERRA
17.75,106.5,2023-08-06,1.5925,0.5221,0.5,0,MODIS_TERRA
17.75,115.25,2023-08-06,1.9447,0.591,0.28,1,MODIS_TERRA
18.0,97.0,2023-08-06,2.1257,0.6191,0.46,1,MODIS_TERRA
18.0,101.0,2023-08-06,2.9822,0.7128,0.41,1,MODIS_TERRA
18.0,116.0,2023-08-06,2.1236,0.6188,0.53,0,MODIS_TERRA
18.5,109.75,2023-08-06,1.2735,0.4362,0.77,0,MODIS_TERRA
18.5,110.0,2023-08-06,1.3004,0.4446,0.03,1,MODIS_TERRA
18.75,109.75,2023-08-06,1.1596,0.3975,0.52,0,MODIS_TERRA
19.0,106.75,2023-08-06,1.6234,0.5291,0.36,1,MODIS_TERRA
19.0,107.0,2023-08-06,1.4435,0.4855,0.3,1,MODIS_TERRA
19.0,107.25,2023-08-06,1.4971,0.4993,0.56,0,MODIS_TERRA
19.0,121.0,2023-08-06,2.4464,0.6606,0.23,1,MODIS_TERRA
19.25,107.25,2023-08-06,1.5939,0.5224,0.51,0,MODIS_TERRA
19.5,107.0,2023-08-06,1.4577,0.4892,0.4,1,MODIS_TERRA
20.0,99.0,2023-08-06,2.4471,0.6607,0.4,1,MODIS_TERRA
21.0,99.0,2023-08-06,2.804,0.6973,0.26,1,MODIS_TERRA
21.0,105.0,2023-08-06,1.7696,0.5594,0.55,0,MODIS_TERRA
21.0,112.0,2023-08-06,1.3108,0.4478,0.52,0,MODIS_TERRA
21.0,118.0,2023-08-06,2.4865,0.6652,0.79,0,MODIS_TERRA
3.75,100.0,2023-08-07,2.5862,0.676,0.58,0,MODIS_TERRA
4.0,99.75,2023-08-07,2.5384,0.6709,0.08,1,MODIS_TERRA
4.5,100.0,2023-08-07,2.6397,0.6815,0.29,1,MODIS_TERRA
4.5,100.25,2023-08-07,2.7076,0.6882,0.5,0,MODIS_TERRA
5.0,100.25,2023-08-07,2.5375,0.6708,0.1,1,MODIS_TERRA
5.0,100.5,2023-08-07,2.492,0.6658,0.47,1,MODIS_TERRA
11.0,119.0,2023-08-07,2.4389,0.6597,0.29,1,MODIS_TERRA
11.25,118.75,2023-08-07,2.4588,0.662,0.67,0,MODIS_TERRA
11.25,119.0,2023-08-07,2.4263,0.6583,0.02,1,MODIS_TERRA
11.5,118.5,2023-08-07,2.4039,0.6556,0.17,1,MODIS_TERRA
11.5,119.0,2023-08-07,2.6137,0.6788,0.03,1,MODIS_TERRA
11.75,118.75,2023-08-07,2.4816,0.6646,0.69,0,MODIS_TERRA
15.0,102.25,2023-08-07,2.4909,0.6657,0.3,1,MODIS_TERRA
15.0,102.75,2023-08-07,2.1997,0.6296,0.18,1,MODIS_TERRA
15.0,103.0,2023-08-07,2.1459,0.6221,0.31,1,MODIS_TERRA
15.25,102.5,2023-08-07,2.2261,0.6332,0.23,1,MODIS_TERRA
15.25,102.75,2023-08-07,2.1722,0.6258,0.19,1,MODIS_TERRA
15.25,103.0,2023-08-07,2.2175,0.632,0.64,0,MODIS_TERRA
17.0,106.25,2023-08-07,1.5647,0.5157,0.51,0,MODIS_TERRA
17.0,115.25,2023-08-07,1.8332,0.5714,0.65,0,MODIS_TERRA
17.0,115.5,2023-08-07,2.0386,0.6061,0.5,0,MODIS_TERRA
17.0,115.75,2023-08-07,1.9163,0.5861,0.1,1,MODIS_TERRA
17.0,116.0,2023-08-07,1.984,0.5974,0.42,1,MODIS_TERRA
17.25,105.5,2023-08-07,1.6917,0.5437,0.06,1,MODIS_TERRA
17.25,105.75,2023-08-07,1.6856,0.5425,0.54,0,MODIS_TERRA
17.25,115.75,2023-08-07,1.981,0.5969,0.74,0,MODIS_TERRA
17.25,116.25,2023-08-07,1.9616,0.5938,0.64,0,MODIS_TERRA
17.5,105.75,2023-08-07,1.6573,0.5364,0.21,1,MODIS_TERRA
17.75,105.5,2023-08-07,1.7002,0.5455,0.23,1,MODIS_TERRA
18.0,105.5,2023-08-07,1.9287,0.5883,0.41,1,MODIS_TERRA
18.5,109.75,2023-08-07,1.212,0.4159,0.66,0,MODIS_TERRA
18.5,110.0,2023-08-07,1.1985,0.4112,0.46,1,MODIS_TERRA
18.75,107.75,2023-08-07,1.4171,0.4784,0.36,1,MODIS_TERRA
18.75,109.75,2023-08-07,1.186,0.4069,0.5,0,MODIS_TERRA
19.0,107.25,2023-08-07,1.4466,0.4863,0.72,0,MODIS_TERRA
19.0,107.5,2023-08-07,1.4439,0.4856,0.34,1,MODIS_TERRA
19.0,108.0,2023-08-07,1.3978,0.4731,0.67,0,MODIS_TERRA
19.25,107.25,2023-08-07,1.4416,0.485,0.43,1,MODIS_TERRA
19.25,107.5,2023-08-07,1.4035,0.4747,0.24,1,MODIS_TERRA
19.5,107.75,2023-08-07,1.3405,0.4567,0.53,0,MODIS_TERRA
19.5,108.0,2023-08-07,1.3953,0.4724,0.26,1,MODIS_TERRA
19.75,107.75,2023-08-07,1.3274,0.4528,0.73,0,MODIS_TERRA
4.75,100.5,2023-08-08,2.468,0.6631,0.11,1,MODIS_TERRA
5.0,100.25,2023-08-08,3.0232,0.7162,0.38,1,MODIS_TERRA
5.25,100.25,2023-08-08,2.5285,0.6698,0.47,1,MODIS_TERRA
5.25,100.5,2023-08-08,2.5404,0.6711,0.16,1,MODIS_TERRA
10.5,118.5,2023-08-08,2.6511,0.6826,0.79,0,MODIS_TERRA
10.75,118.0,2023-08-08,2.4362,0.6594,0.79,0,MODIS_TERRA
11.0,118.0,2023-08-08,2.4147,0.6569,0.19,1,MODIS_TERRA
11.0,118.5,2023-08-08,2.4444,0.6604,0.19,1,MODIS_TERRA
11.0,118.75,2023-08-08,2.4139,0.6568,0.62,0,MODIS_TERRA
11.25,119.0,2023-08-08,2.4306,0.6588,0.69,0,MODIS_TERRA
11.5,118.75,2023-08-08,2.6068,0.6781,0.6,0,MODIS_TERRA
11.75,118.75,2023-08-08,2.3703,0.6516,0.28,1,MODIS_TERRA
15.0,103.0,2023-08-08,2.5273,0.6697,0.45,1,MODIS_TERRA
15.25,102.75,2023-08-08,2.1893,0.6281,0.23,1,MODIS_TERRA
15.25,103.25,2023-08-08,2.1906,0.6283,0.08,1,MODIS_TERRA
15.5,102.5,2023-08-08,2.3001,0.6429,0.4,1,MODIS_TERRA
15.5,103.0,2023-08-08,2.071,0.611,0.05,1,MODIS_TERRA
15.75,102.5,2023-08-08,2.217,0.6319,0.73,0,MODIS_TERRA
15.75,102.75,2023-08-08,2.1996,0.6296,0.74,0,MODIS_TERRA
16.0,102.25,2023-08-08,2.3011,0.643,0.09,1,MODIS_TERRA
16.0,102.5,2023-08-08,2.1728,0.6259,0.18,1,MODIS_TERRA
16.0,102.75,2023-08-08,2.2495,0.6363,0.64,0,MODIS_TERRA
16.25,102.75,2023-08-08,2.1413,0.6214,0.64,0,MODIS_TERRA
16.25,103.0,2023-08-08,2.0749,0.6116,0.45,1,MODIS_TERRA
16.5,102.25,2023-08-08,2.2377,0.6347,0.05,1,MODIS_TERRA
16.5,102.75,2023-08-08,2.2302,0.6337,0.59,0,MODIS_TERRA
16.5,116.25,2023-08-08,2.0902,0.6139,0.1,1,MODIS_TERRA
17.0,115.75,2023-08-08,1.9278,0.5881,0.42,1,MODIS_TERRA
17.0,116.0,2023-08-08,2.099,0.6152,0.35,1,MODIS_TERRA
17.0,116.25,2023-08-08,1.9609,0.5936,0.3,1,MODIS_TERRA
17.25,115.75,2023-08-08,1.8985,0.5831,0.39,1,MODIS_TERRA
17.75,105.75,2023-08-08,1.7781,0.561,0.45,1,MODIS_TERRA
18.0,105.5,2023-08-08,1.6699,0.5391,0.6,0,MODIS_TERRA
18.0,105.75,2023-08-08,1.751,0.5557,0.66,0,MODIS_TERRA
18.0,106.0,2023-08-08,1.6019,0.5242,0.36,1,MODIS_TERRA
18.25,105.5,2023-08-08,1.6665,0.5384,0.61,0,MODIS_TERRA
18.25,105.75,2023-08-08,1.865,0.5772,0.27,1,MODIS_TERRA
18.5,104.75,2023-08-08,1.7991,0.5651,0.48,1,MODIS_TERRA
18.5,105.0,2023-08-08,1.7779,0.561,0.02,1,MODIS_TERRA
18.5,105.25,2023-08-08,1.7486,0.5553,0.08,1,MODIS_TERRA
18.5,105.5,2023-08-08,1.737,0.553,0.54,0,MODIS_TERRA
18.75,105.0,2023-08-08,1.7589,0.5573,0.3,1,MODIS_TERRA
18.75,105.25,2023-08-08,1.7654,0.5586,0.59,0,MODIS_TERRA
19.5,108.5,2023-08-08,1.2139,0.4165,0.65,0,MODIS_TERRA
19.5,109.0,2023-08-08,1.1067,0.3776,0.03,1,MODIS_TERRA
19.75,107.5,2023-08-08,1.4101,0.4765,0.35,1,MODIS_TERRA
19.75,107.75,2023-08-08,1.3918,0.4714,0.53,0,MODIS_TERRA
19.75,108.0,2023-08-08,1.3518,0.46,0.64,0,MODIS_TERRA
19.75,108.25,2023-08-08,1.2297,0.4219,0.41,1,MODIS_TERRA
19.75,108.75,2023-08-08,1.1951,0.4101,0.03,1,MODIS_TERRA
19.75,109.0,2023-08-08,1.6603,0.5371,0.37,1,MODIS_TERRA
20.0,107.5,2023-08-08,1.3555,0.4611,0.17,1,MODIS_TERRA
20.0,107.75,2023-08-08,1.6611,0.5373,0.37,1,MODIS_TERRA
10.75,118.25,2023-08-09,2.4358,0.6594,0.22,1,MODIS_TERRA
11.0,117.75,2023-08-09,2.5007,0.6667,0.65,0,MODIS_TERRA
11.25,117.5,2023-08-09,2.3564,0.6499,0.55,0,MODIS_TERRA
11.25,117.75,2023-08-09,2.3463,0.6487,0.07,1,MODIS_TERRA
11.5,118.0,2023-08-09,2.3937,0.6544,0.78,0,MODIS_TERRA
11.5,118.25,2023-08-09,2.6016,0.6776,0.64,0,MODIS_TERRA
15.25,101.5,2023-08-09,2.3028,0.6432,0.08,1,MODIS_TERRA
15.25,101.75,2023-08-09,2.2754,0.6397,0.45,1,MODIS_TERRA
15.25,102.0,2023-08-09,2.4381,0.6596,0.16,1,MODIS_TERRA
15.5,101.25,2023-08-09,2.425,0.6581,0.29,1,MODIS_TERRA
15.5,101.75,2023-08-09,2.3108,0.6442,0.25,1,MODIS_TERRA
15.5,102.0,2023-08-09,2.2417,0.6353,0.52,0,MODIS_TERRA
15.5,102.25,2023-08-09,2.207,0.6306,0.11,1,MODIS_TERRA
15.75,101.75,2023-08-09,2.2743,0.6395,0.49,1,MODIS_TERRA
16.0,102.5,2023-08-09,2.1743,0.6261,0.13,1,MODIS_TERRA
