lat_grid,lon_grid,date,sst_celsius,sst_anomaly,quality_flag,data_source
6.0,100.5,2023-07-16,27.71,0.174,1,MODIS_AQUA
6.0,120.75,2023-07-16,27.49,-0.056,1,MODIS_AQUA
6.25,99.5,2023-07-16,28.92,1.304,1,MODIS_AQUA
6.25,99.75,2023-07-16,27.52,-0.095,1,MODIS_AQUA
6.25,100.0,2023-07-16,28.54,0.92,1,MODIS_AQUA
6.25,120.5,2023-07-16,28.64,1.021,1,MODIS_AQUA
6.25,120.75,2023-07-16,27.56,-0.059,1,MODIS_AQUA
6.25,121.0,2023-07-16,27.9,0.288,1,MODIS_AQUA
6.25,121.25,2023-07-16,27.69,0.074,1,MODIS_AQUA
6.5,105.0,2023-07-16,27.75,0.063,2,MODIS_AQUA
6.5,121.0,2023-07-16,28.62,0.931,1,MODIS_AQUA
6.75,105.0,2023-07-16,27.97,0.203,1,MODIS_AQUA
7.0,105.0,2023-07-16,28.77,0.933,2,MODIS_AQUA
7.0,106.0,2023-07-16,28.23,0.385,1,MODIS_AQUA
7.0,117.0,2023-07-16,28.46,0.623,2,MODIS_AQUA
7.5,104.75,2023-07-16,29.1,1.106,1,MODIS_AQUA
7.5,105.0,2023-07-16,28.22,0.229,1,MODIS_AQUA
8.0,104.5,2023-07-16,28.16,0.024,2,MODIS_AQUA
8.0,104.75,2023-07-16,28.44,0.3,1,MODIS_AQUA
8.0,109.0,2023-07-16,28.38,0.236,1,MODIS_AQUA
9.0,113.0,2023-07-16,28.6,0.156,1,MODIS_AQUA
10.0,100.0,2023-07-16,29.46,0.72,1,MODIS_AQUA
10.0,104.0,2023-07-16,29.08,0.34,1,MODIS_AQUA
11.0,96.0,2023-07-16,28.43,-0.006,1,MODIS_AQUA
11.0,114.0,2023-07-16,28.22,-0.223,2,MODIS_AQUA
11.0,115.0,2023-07-16,28.46,0.024,1,MODIS_AQUA
12.0,95.0,2023-07-16,28.79,0.65,1,MODIS_AQUA
12.0,102.0,2023-07-16,28.27,0.131,2,MODIS_AQUA
14.0,106.0,2023-07-16,27.97,0.426,1,MODIS_AQUA
14.0,112.0,2023-07-16,27.64,0.096,2,MODIS_AQUA
14.0,115.0,2023-07-16,27.45,-0.087,1,MODIS_AQUA
15.0,108.0,2023-07-16,27.69,0.449,1,MODIS_AQUA
15.0,111.0,2023-07-16,28.17,0.928,1,MODIS_AQUA
15.0,113.0,2023-07-16,27.16,-0.077,1,MODIS_AQUA
15.0,116.0,2023-07-16,27.18,-0.064,1,MODIS_AQUA
16.0,95.0,2023-07-16,27.93,0.993,1,MODIS_AQUA
16.0,112.0,2023-07-16,27.32,0.374,2,MODIS_AQUA
17.0,104.0,2023-07-16,27.1,0.458,1,MODIS_AQUA
18.0,95.0,2023-07-16,26.48,0.143,2,MODIS_AQUA
18.0,103.0,2023-07-16,26.59,0.244,1,MODIS_AQUA
18.0,112.0,2023-07-16,26.46,0.115,1,MODIS_AQUA
19.0,104.0,2023-07-16,26.14,0.102,1,MODIS_AQUA
19.0,119.0,2023-07-16,26.35,0.312,2,MODIS_AQUA
19.0,120.0,2023-07-16,26.68,0.641,1,MODIS_AQUA
19.0,121.0,2023-07-16,26.63,0.586,1,MODIS_AQUA
20.0,118.0,2023-07-16,25.57,-0.176,1,MODIS_AQUA
21.0,97.0,2023-07-16,25.62,0.177,1,MODIS_AQUA
21.0,98.0,2023-07-16,25.58,0.142,1,MODIS_AQUA
21.0,99.0,2023-07-16,25.72,0.283,1,MODIS_AQUA
21.0,102.0,2023-07-16,25.59,0.153,1,MODIS_AQUA
21.0,115.0,2023-07-16,26.11,0.673,1,MODIS_AQUA
0.0,109.5,2023-07-17,25.87,0.146,1,MODIS_AQUA
0.0,109.75,2023-07-17,26.58,0.856,1,MODIS_AQUA
0.25,109.5,2023-07-17,26.53,0.726,1,MODIS_AQUA
0.25,109.75,2023-07-17,25.73,-0.075,1,MODIS_AQUA
0.25,110.0,2023-07-17,26.1,0.294,1,MODIS_AQUA
0.5,110.0,2023-07-17,26.2,0.325,1,MODIS_AQUA
0.75,109.75,2023-07-17,25.45,-0.501,1,MODIS_AQUA
0.75,110.0,2023-07-17,26.88,0.926,1,MODIS_AQUA
0.75,110.25,2023-07-17,26.34,0.391,1,MODIS_AQUA
1.0,110.0,2023-07-17,26.04,0.011,1,MODIS_AQUA
2.25,100.75,2023-07-17,25.86,-0.543,1,MODIS_AQUA
2.5,101.0,2023-07-17,26.94,0.461,1,MODIS_AQUA
2.5,101.5,2023-07-17,27.32,0.845,1,MODIS_AQUA
2.5,102.0,2023-07-17,26.96,0.482,1,MODIS_AQUA
2.75,101.75,2023-07-17,26.99,0.439,2,MODIS_AQUA
2.75,102.0,2023-07-17,26.98,0.43,1,MODIS_AQUA
6.0,100.25,2023-07-17,28.06,0.537,1,MODIS_AQUA
6.25,100.25,2023-07-17,27.56,-0.044,1,MODIS_AQUA
6.25,100.5,2023-07-17,29.0,1.395,1,MODIS_AQUA
6.25,100.75,2023-07-17,27.99,0.391,1,MODIS_AQUA
6.5,100.25,2023-07-17,28.22,0.539,1,MODIS_AQUA
6.5,100.5,2023-07-17,28.66,0.981,1,MODIS_AQUA
6.5,121.0,2023-07-17,28.35,0.671,1,MODIS_AQUA
6.75,99.25,2023-07-17,27.79,0.035,2,MODIS_AQUA
6.75,99.75,2023-07-17,28.69,0.933,2,MODIS_AQUA
6.75,100.0,2023-07-17,27.76,0.006,1,MODIS_AQUA
6.75,100.25,2023-07-17,28.46,0.702,1,MODIS_AQUA
6.75,120.5,2023-07-17,28.11,0.361,1,MODIS_AQUA
6.75,120.75,2023-07-17,27.66,-0.095,1,MODIS_AQUA
6.75,121.25,2023-07-17,27.47,-0.283,1,MODIS_AQUA
7.0,120.5,2023-07-17,27.56,-0.267,2,MODIS_AQUA
7.75,104.0,2023-07-17,28.35,0.295,1,MODIS_AQUA
7.75,104.5,2023-07-17,28.1,0.049,1,MODIS_AQUA
8.0,104.25,2023-07-17,28.89,0.766,1,MODIS_AQUA
8.0,104.5,2023-07-17,28.58,0.454,1,MODIS_AQUA
8.25,104.25,2023-07-17,28.05,-0.155,1,MODIS_AQUA
8.25,104.5,2023-07-17,28.82,0.617,2,MODIS_AQUA
0.0,109.75,2023-07-18,26.21,0.493,1,MODIS_AQUA
0.0,110.0,2023-07-18,25.74,0.023,2,MODIS_AQUA
0.25,109.25,2023-07-18,26.93,1.142,1,MODIS_AQUA
0.25,109.5,2023-07-18,26.12,0.328,2,MODIS_AQUA
0.5,109.25,2023-07-18,26.66,0.792,1,MODIS_AQUA
0.5,109.5,2023-07-18,26.14,0.277,1,MODIS_AQUA
2.0,100.25,2023-07-18,26.32,0.007,2,MODIS_AQUA
2.0,100.5,2023-07-18,26.19,-0.12,1,MODIS_AQUA
2.0,100.75,2023-07-18,26.05,-0.268,1,MODIS_AQUA
6.25,100.0,2023-07-18,27.65,0.062,2,MODIS_AQUA
6.5,99.5,2023-07-18,27.61,-0.059,2,MODIS_AQUA
6.5,99.75,2023-07-18,27.97,0.305,2,MODIS_AQUA
6.75,99.25,2023-07-18,27.7,-0.041,1,MODIS_AQUA
6.75,99.5,2023-07-18,28.7,0.957,2,MODIS_AQUA
6.75,99.75,2023-07-18,27.95,0.212,1,MODIS_AQUA
6.75,120.75,2023-07-18,28.47,0.734,1,MODIS_AQUA
6.75,121.0,2023-07-18,27.36,-0.378,2,MODIS_AQUA
6.75,121.5,2023-07-18,28.14,0.405,1,MODIS_AQUA
7.0,99.0,2023-07-18,28.71,0.898,1,MODIS_AQUA
7.0,99.5,2023-07-18,27.87,0.052,2,MODIS_AQUA
7.0,121.0,2023-07-18,28.74,0.928,1,MODIS_AQUA
7.0,121.25,2023-07-18,28.02,0.206,1,MODIS_AQUA
7.0,121.5,2023-07-18,27.72,-0.098,2,MODIS_AQUA
7.25,104.0,2023-07-18,28.3,0.407,2,MODIS_AQUA
7.25,104.25,2023-07-18,28.93,1.039,1,MODIS_AQUA
7.5,103.75,2023-07-18,28.67,0.701,1,MODIS_AQUA
7.75,103.75,2023-07-18,27.62,-0.417,1,MODIS_AQUA
7.75,104.5,2023-07-18,27.66,-0.378,2,MODIS_AQUA
8.0,104.25,2023-07-18,28.68,0.569,2,MODIS_AQUA
8.0,104.5,2023-07-18,28.5,0.384,1,MODIS_AQUA
11.5,105.75,2023-07-18,27.85,-0.412,2,MODIS_AQUA
11.75,106.0,2023-07-18,28.07,-0.121,1,MODIS_AQUA
12.0,105.75,2023-07-18,28.58,0.467,1,MODIS_AQUA
12.0,106.0,2023-07-18,28.27,0.153,2,MODIS_AQUA
12.0,106.25,2023-07-18,28.75,0.634,1,MODIS_AQUA
12.25,106.0,2023-07-18,28.34,0.298,2,MODIS_AQUA
0.0,109.75,2023-07-19,25.27,-0.428,1,MODIS_AQUA
0.0,110.0,2023-07-19,26.62,0.914,1,MODIS_AQUA
0.25,109.75,2023-07-19,26.36,0.581,2,MODIS_AQUA
0.25,110.25,2023-07-19,26.05,0.278,2,MODIS_AQUA
0.5,109.25,2023-07-19,26.16,0.305,1,MODIS_AQUA
0.75,109.25,2023-07-19,26.06,0.133,1,MODIS_AQUA
0.75,109.5,2023-07-19,26.38,0.449,2,MODIS_AQUA
0.75,109.75,2023-07-19,26.69,0.768,2,MODIS_AQUA
1.75,100.5,2023-07-19,25.68,-0.547,1,MODIS_AQUA
2.0,100.0,2023-07-19,25.96,-0.343,1,MODIS_AQUA
2.0,100.25,2023-07-19,26.55,0.245,2,MODIS_AQUA
2.0,100.5,2023-07-19,25.98,-0.321,2,MODIS_AQUA
2.0,100.75,2023-07-19,27.0,0.697,1,MODIS_AQUA
2.25,99.75,2023-07-19,25.95,-0.429,2,MODIS_AQUA
2.25,100.0,2023-07-19,26.59,0.215,1,MODIS_AQUA
2.25,100.25,2023-07-19,26.57,0.192,1,MODIS_AQUA
6.5,99.75,2023-07-19,27.82,0.169,1,MODIS_AQUA
6.75,100.0,2023-07-19,28.04,0.316,2,MODIS_AQUA
6.75,100.5,2023-07-19,28.56,0.837,1,MODIS_AQUA
6.75,121.25,2023-07-19,28.48,0.753,1,MODIS_AQUA
6.75,121.5,2023-07-19,28.17,0.448,1,MODIS_AQUA
6.75,121.75,2023-07-19,27.7,-0.028,1,MODIS_AQUA
7.0,100.25,2023-07-19,28.76,0.958,1,MODIS_AQUA
7.0,103.25,2023-07-19,28.11,0.313,1,MODIS_AQUA
7.0,121.75,2023-07-19,27.92,0.119,1,MODIS_AQUA
7.0,122.0,2023-07-19,28.8,1.001,1,MODIS_AQUA
7.25,103.25,2023-07-19,27.99,0.11,1,MODIS_AQUA
7.25,103.5,2023-07-19,28.03,0.151,1,MODIS_AQUA
7.25,103.75,2023-07-19,27.51,-0.367,2,MODIS_AQUA
7.25,121.5,2023-07-19,28.43,0.55,1,MODIS_AQUA
7.5,100.5,2023-07-19,28.31,0.363,1,MODIS_AQUA
7.5,100.75,2023-07-19,27.96,0.01,1,MODIS_AQUA
7.5,103.25,2023-07-19,28.23,0.282,2,MODIS_AQUA
7.75,100.75,2023-07-19,27.91,-0.112,1,MODIS_AQUA
7.75,101.0,2023-07-19,28.33,0.303,1,MODIS_AQUA
7.75,102.75,2023-07-19,28.29,0.261,2,MODIS_AQUA
8.0,100.5,2023-07-19,28.42,0.316,1,MODIS_AQUA
8.0,101.0,2023-07-19,28.67,0.572,2,MODIS_AQUA
11.75,106.75,2023-07-19,27.54,-0.636,2,MODIS_AQUA
12.0,106.75,2023-07-19,28.33,0.224,2,MODIS_AQUA
12.25,107.0,2023-07-19,29.01,0.981,1,MODIS_AQUA
12.5,107.0,2023-07-19,28.29,0.342,1,MODIS_AQUA
12.5,107.25,2023-07-19,27.7,-0.256,1,MODIS_AQUA
12.5,107.75,2023-07-19,28.29,0.34,2,MODIS_AQUA
12.75,107.0,2023-07-19,28.71,0.834,1,MODIS_AQUA
12.75,107.75,2023-07-19,28.34,0.464,2,MODIS_AQUA
0.5,109.75,2023-07-20,25.35,-0.485,2,MODIS_AQUA
0.5,110.25,2023-07-20,25.8,-0.036,2,MODIS_AQUA
0.75,109.25,2023-07-20,25.76,-0.148,1,MODIS_AQUA
0.75,109.5,2023-07-20,25.15,-0.763,1,MODIS_AQUA
1.0,109.25,2023-07-20,26.99,1.002,2,MODIS_AQUA
1.0,109.75,2023-07-20,26.49,0.502,1,MODIS_AQUA
2.0,100.0,2023-07-20,26.48,0.194,1,MODIS_AQUA
2.0,100.25,2023-07-20,26.77,0.485,2,MODIS_AQUA
2.25,100.0,2023-07-20,25.89,-0.472,1,MODIS_AQUA
2.25,100.5,2023-07-20,26.9,0.538,2,MODIS_AQUA
2.5,100.0,2023-07-20,26.35,-0.086,1,MODIS_AQUA
2.5,100.25,2023-07-20,26.33,-0.11,1,MODIS_AQUA
6.75,121.75,2023-07-20,27.0,-0.715,2,MODIS_AQUA
7.0,121.5,2023-07-20,28.19,0.404,1,MODIS_AQUA
7.0,121.75,2023-07-20,27.66,-0.13,2,MODIS_AQUA
7.0,122.0,2023-07-20,28.01,0.218,1,MODIS_AQUA
7.25,121.75,2023-07-20,27.56,-0.303,2,MODIS_AQUA
7.5,103.5,2023-07-20,28.28,0.34,2,MODIS_AQUA
7.5,121.0,2023-07-20,28.5,0.561,1,MODIS_AQUA
7.75,103.5,2023-07-20,28.49,0.473,2,MODIS_AQUA
7.75,103.75,2023-07-20,28.65,0.641,1,MODIS_AQUA
8.0,100.75,2023-07-20,27.95,-0.133,1,MODIS_AQUA
8.0,101.0,2023-07-20,27.74,-0.352,1,MODIS_AQUA
8.0,103.5,2023-07-20,28.43,0.343,1,MODIS_AQUA
8.0,104.0,2023-07-20,28.71,0.621,2,MODIS_AQUA
8.25,100.25,2023-07-20,29.05,0.888,1,MODIS_AQUA
8.25,100.5,2023-07-20,28.25,0.083,2,MODIS_AQUA
8.25,101.25,2023-07-20,28.45,0.287,1,MODIS_AQUA
8.5,100.0,2023-07-20,28.5,0.267,1,MODIS_AQUA
8.75,100.0,2023-07-20,29.05,0.738,1,MODIS_AQUA
8.75,100.25,2023-07-20,28.73,0.413,1,MODIS_AQUA
8.75,100.75,2023-07-20,28.39,0.075,2,MODIS_AQUA
9.0,100.5,2023-07-20,28.92,0.528,1,MODIS_AQUA
12.75,107.75,2023-07-20,28.21,0.348,1,MODIS_AQUA
13.0,107.75,2023-07-20,28.18,0.388,1,MODIS_AQUA
13.25,107.25,2023-07-20,27.45,-0.261,1,MODIS_AQUA
13.5,107.25,2023-07-20,27.6,-0.042,1,MODIS_AQUA
13.5,107.5,2023-07-20,28.06,0.422,1,MODIS_AQUA
13.75,107.0,2023-07-20,27.86,0.301,1,MODIS_AQUA
13.75,107.25,2023-07-20,27.61,0.048,1,MODIS_AQUA
18.25,112.25,2023-07-20,26.94,0.728,1,MODIS_AQUA
18.25,112.75,2023-07-20,26.89,0.672,2,MODIS_AQUA
18.5,112.5,2023-07-20,26.19,0.049,1,MODIS_AQUA
18.75,112.5,2023-07-20,27.22,1.159,2,MODIS_AQUA
18.75,112.75,2023-07-20,26.06,-0.001,2,MODIS_AQUA
19.0,112.75,2023-07-20,26.85,0.863,1,MODIS_AQUA
19.5,108.0,2023-07-20,26.2,0.367,1,MODIS_AQUA
19.5,108.25,2023-07-20,26.07,0.233,2,MODIS_AQUA
20.0,108.25,2023-07-20,25.78,0.096,1,MODIS_AQUA
20.0,108.5,2023-07-20,25.95,0.258,2,MODIS_AQUA
20.25,108.5,2023-07-20,25.67,0.061,1,MODIS_AQUA
20.5,109.0,2023-07-20,25.84,0.306,1,MODIS_AQUA
20.75,109.25,2023-07-20,25.27,-0.198,1,MODIS_AQUA
21.0,109.5,2023-07-20,26.1,0.709,1,MODIS_AQUA
0.5,110.25,2023-07-21,25.8,-0.023,2,MODIS_AQUA
0.75,110.0,2023-07-21,25.42,-0.481,1,MODIS_AQUA
0.75,110.25,2023-07-21,26.83,0.93,1,MODIS_AQUA
0.75,110.5,2023-07-21,26.12,0.223,1,MODIS_AQUA
1.0,109.75,2023-07-21,26.14,0.168,1,MODIS_AQUA
1.0,110.25,2023-07-21,26.58,0.603,1,MODIS_AQUA
2.0,100.0,2023-07-21,26.46,0.182,1,MODIS_AQUA
2.25,99.75,2023-07-21,26.86,0.511,1,MODIS_AQUA
2.25,100.0,2023-07-21,25.93,-0.42,1,MODIS_AQUA
2.25,100.25,2023-07-21,26.37,0.019,1,MODIS_AQUA
2.5,100.0,2023-07-21,26.4,-0.021,1,MODIS_AQUA
7.0,121.0,2023-07-21,28.35,0.576,1,MODIS_AQUA
7.5,121.5,2023-07-21,28.27,0.345,1,MODIS_AQUA
7.5,122.0,2023-07-21,28.69,0.762,2,MODIS_AQUA
7.75,100.75,2023-07-21,28.41,0.413,1,MODIS_AQUA
7.75,104.0,2023-07-21,28.42,0.421,2,MODIS_AQUA
7.75,121.25,2023-07-21,28.04,0.043,2,MODIS_AQUA
7.75,121.5,2023-07-21,28.8,0.801,2,MODIS_AQUA
7.75,121.75,2023-07-21,28.92,0.922,1,MODIS_AQUA
8.0,104.0,2023-07-21,27.77,-0.299,1,MODIS_AQUA
8.0,104.5,2023-07-21,28.03,-0.043,1,MODIS_AQUA
8.0,104.75,2023-07-21,28.4,0.323,1,MODIS_AQUA
8.0,121.75,2023-07-21,28.1,0.023,1,MODIS_AQUA
8.25,100.25,2023-07-21,28.56,0.413,1,MODIS_AQUA
8.25,100.5,2023-07-21,28.33,0.183,1,MODIS_AQUA
8.25,100.75,2023-07-21,28.9,0.75,1,MODIS_AQUA
8.25,104.5,2023-07-21,28.51,0.363,1,MODIS_AQUA
8.5,100.75,2023-07-21,28.4,0.171,1,MODIS_AQUA
8.5,104.5,2023-07-21,28.67,0.449,1,MODIS_AQUA
8.75,100.5,2023-07-21,28.3,0.003,1,MODIS_AQUA
8.75,100.75,2023-07-21,28.57,0.267,1,MODIS_AQUA
8.75,104.25,2023-07-21,29.15,0.851,1,MODIS_AQUA
13.0,106.0,2023-07-21,28.0,0.227,1,MODIS_AQUA
13.0,106.25,2023-07-21,27.9,0.13,2,MODIS_AQUA
13.25,105.75,2023-07-21,27.94,0.24,1,MODIS_AQUA
13.25,106.25,2023-07-21,28.44,0.739,2,MODIS_AQUA
13.25,106.5,2023-07-21,27.87,0.171,1,MODIS_AQUA
13.5,105.5,2023-07-21,27.47,-0.156,2,MODIS_AQUA
13.75,105.5,2023-07-21,27.9,0.354,2,MODIS_AQUA
13.75,106.5,2023-07-21,27.7,0.148,1,MODIS_AQUA
18.25,112.75,2023-07-21,26.29,0.092,1,MODIS_AQUA
18.5,112.25,2023-07-21,26.24,0.116,2,MODIS_AQUA
18.5,112.5,2023-07-21,26.07,-0.052,1,MODIS_AQUA
18.5,112.75,2023-07-21,26.24,0.113,2,MODIS_AQUA
18.75,112.0,2023-07-21,26.05,-0.001,1,MODIS_AQUA
18.75,112.5,2023-07-21,26.4,0.351,1,MODIS_AQUA
19.0,111.75,2023-07-21,26.29,0.315,1,MODIS_AQUA
19.0,112.5,2023-07-21,26.63,0.654,1,MODIS_AQUA
20.5,109.5,2023-07-21,25.51,-0.016,1,MODIS_AQUA
20.75,109.25,2023-07-21,26.0,0.549,1,MODIS_AQUA
20.75,109.5,2023-07-21,25.78,0.334,1,MODIS_AQUA
20.75,109.75,2023-07-21,25.61,0.159,1,MODIS_AQUA
21.0,109.25,2023-07-21,25.87,0.492,2,MODIS_AQUA
21.0,109.5,2023-07-21,25.9,0.527,2,MODIS_AQUA
21.25,109.25,2023-07-21,25.12,-0.179,1,MODIS_AQUA
0.0,109.75,2023-07-22,25.25,-0.405,1,MODIS_AQUA
0.0,110.0,2023-07-22,25.82,0.156,1,MODIS_AQUA
0.0,110.25,2023-07-22,25.86,0.205,1,MODIS_AQUA
0.25,109.25,2023-07-22,26.5,0.767,2,MODIS_AQUA
0.25,109.5,2023-07-22,25.48,-0.252,2,MODIS_AQUA
0.75,109.25,2023-07-22,26.6,0.719,1,MODIS_AQUA
1.0,109.0,2023-07-22,25.92,-0.037,1,MODIS_AQUA
1.0,109.5,2023-07-22,26.14,0.182,1,MODIS_AQUA
2.25,99.5,2023-07-22,27.1,0.765,1,MODIS_AQUA
2.25,100.0,2023-07-22,27.27,0.932,1,MODIS_AQUA
2.5,99.75,2023-07-22,27.58,1.172,1,MODIS_AQUA
2.5,100.5,2023-07-22,27.03,0.622,1,MODIS_AQUA
2.75,99.5,2023-07-22,26.59,0.101,1,MODIS_AQUA
2.75,99.75,2023-07-22,26.66,0.177,1,MODIS_AQUA
7.5,121.75,2023-07-22,27.98,0.072,2,MODIS_AQUA
7.75,121.5,2023-07-22,28.76,0.775,1,MODIS_AQUA
8.0,100.75,2023-07-22,28.13,0.073,1,MODIS_AQUA
8.0,121.5,2023-07-22,28.18,0.124,1,MODIS_AQUA
8.0,121.75,2023-07-22,27.75,-0.311,1,MODIS_AQUA
8.0,122.0,2023-07-22,27.86,-0.2,1,MODIS_AQUA
8.25,100.25,2023-07-22,28.25,0.117,1,MODIS_AQUA
8.25,100.5,2023-07-22,29.04,0.906,1,MODIS_AQUA
8.25,104.25,2023-07-22,28.37,0.236,1,MODIS_AQUA
8.25,121.5,2023-07-22,28.33,0.192,1,MODIS_AQUA
8.5,100.25,2023-07-22,28.4,0.189,2,MODIS_AQUA
8.5,100.75,2023-07-22,29.33,1.116,2,MODIS_AQUA
8.5,101.25,2023-07-22,28.66,0.452,1,MODIS_AQUA
8.5,104.5,2023-07-22,28.18,-0.031,1,MODIS_AQUA
8.75,100.5,2023-07-22,28.6,0.31,1,MODIS_AQUA
8.75,101.0,2023-07-22,28.37,0.081,2,MODIS_AQUA
8.75,104.25,2023-07-22,28.53,0.245,1,MODIS_AQUA
9.0,104.0,2023-07-22,28.79,0.428,1,MODIS_AQUA
9.0,104.25,2023-07-22,28.67,0.307,1,MODIS_AQUA
9.0,104.5,2023-07-22,28.56,0.199,1,MODIS_AQUA
9.25,104.5,2023-07-22,28.62,0.183,1,MODIS_AQUA
13.5,105.25,2023-07-22,28.18,0.572,1,MODIS_AQUA
13.75,104.5,2023-07-22,27.83,0.298,1,MODIS_AQUA
13.75,105.0,2023-07-22,27.94,0.409,1,MODIS_AQUA
14.0,104.75,2023-07-22,27.98,0.524,1,MODIS_AQUA
14.0,105.0,2023-07-22,27.52,0.061,1,MODIS_AQUA
14.5,105.0,2023-07-22,27.61,0.299,1,MODIS_AQUA
18.25,112.5,2023-07-22,26.41,0.223,1,MODIS_AQUA
18.25,112.75,2023-07-22,26.64,0.459,1,MODIS_AQUA
18.5,112.5,2023-07-22,26.57,0.457,1,MODIS_AQUA
18.75,111.5,2023-07-22,27.32,1.284,1,MODIS_AQUA
18.75,111.75,2023-07-22,26.17,0.132,2,MODIS_AQUA
18.75,112.25,2023-07-22,26.22,0.183,1,MODIS_AQUA
18.75,112.5,2023-07-22,26.61,0.579,1,MODIS_AQUA
20.0,109.5,2023-07-22,25.61,-0.05,1,MODIS_AQUA
20.25,109.0,2023-07-22,26.23,0.643,2,MODIS_AQUA
20.25,109.25,2023-07-22,25.74,0.159,1,MODIS_AQUA
20.25,109.5,2023-07-22,25.94,0.358,2,MODIS_AQUA
20.5,109.0,2023-07-22,25.79,0.279,2,MODIS_AQUA
20.75,109.25,2023-07-22,26.14,0.703,1,MODIS_AQUA
21.0,109.25,2023-07-22,25.51,0.146,1,MODIS_AQUA
21.25,109.0,2023-07-22,26.21,0.924,1,MODIS_AQUA
21.25,109.25,2023-07-22,25.49,0.206,1,MODIS_AQUA
0.0,101.0,2023-07-23,25.93,0.286,1,MODIS_AQUA
0.0,109.0,2023-07-23,26.1,0.454,1,MODIS_AQUA
0.0,110.0,2023-07-23,25.13,-0.515,1,MODIS_AQUA
0.0,121.0,2023-07-23,26.67,1.026,2,MODIS_AQUA
0.25,110.25,2023-07-23,26.1,0.38,1,MODIS_AQUA
0.5,110.25,2023-07-23,25.4,-0.393,1,MODIS_AQUA
0.75,110.75,2023-07-23,25.86,-0.009,1,MODIS_AQUA
0.75,111.25,2023-07-23,26.11,0.244,1,MODIS_AQUA
1.0,111.5,2023-07-23,25.91,-0.035,1,MODIS_AQUA
1.0,115.0,2023-07-23,26.56,0.619,1,MODIS_AQUA
1.0,119.0,2023-07-23,25.97,0.022,2,MODIS_AQUA
1.25,110.75,2023-07-23,26.08,0.061,2,MODIS_AQUA
1.25,111.25,2023-07-23,26.64,0.62,1,MODIS_AQUA
1.5,110.75,2023-07-23,26.73,0.633,1,MODIS_AQUA
1.5,111.0,2023-07-23,27.12,1.024,1,MODIS_AQUA
2.5,100.5,2023-07-23,26.75,0.351,2,MODIS_AQUA
2.5,100.75,2023-07-23,26.7,0.305,1,MODIS_AQUA
2.75,100.75,2023-07-23,26.81,0.336,1,MODIS_AQUA
3.0,100.5,2023-07-23,26.82,0.27,2,MODIS_AQUA
3.0,120.0,2023-07-23,26.66,0.11,1,MODIS_AQUA
3.5,101.0,2023-07-23,26.54,-0.152,1,MODIS_AQUA
4.0,99.75,2023-07-23,27.05,0.205,2,MODIS_AQUA
4.0,112.0,2023-07-23,27.36,0.512,1,MODIS_AQUA
4.25,99.5,2023-07-23,27.24,0.316,2,MODIS_AQUA
4.25,100.0,2023-07-23,27.53,0.608,1,MODIS_AQUA
4.5,99.5,2023-07-23,26.39,-0.61,2,MODIS_AQUA
4.5,99.75,2023-07-23,26.78,-0.214,1,MODIS_AQUA
4.5,100.0,2023-07-23,27.08,0.088,2,MODIS_AQUA
4.75,99.75,2023-07-23,27.03,-0.04,1,MODIS_AQUA
5.0,99.75,2023-07-23,28.3,1.153,2,MODIS_AQUA
5.25,99.5,2023-07-23,27.52,0.3,2,MODIS_AQUA
5.5,99.75,2023-07-23,27.9,0.605,1,MODIS_AQUA
7.0,97.0,2023-07-23,27.97,0.228,1,MODIS_AQUA
7.0,105.0,2023-07-23,27.9,0.158,1,MODIS_AQUA
7.0,108.0,2023-07-23,28.82,1.069,2,MODIS_AQUA
8.0,104.5,2023-07-23,27.97,-0.074,1,MODIS_AQUA
8.0,121.75,2023-07-23,27.8,-0.247,1,MODIS_AQUA
8.0,122.0,2023-07-23,28.01,-0.035,1,MODIS_AQUA
8.25,101.0,2023-07-23,28.76,0.635,1,MODIS_AQUA
8.25,104.75,2023-07-23,27.7,-0.42,1,MODIS_AQUA
8.25,105.0,2023-07-23,28.34,0.216,2,MODIS_AQUA
8.25,122.0,2023-07-23,27.74,-0.38,2,MODIS_AQUA
8.5,101.0,2023-07-23,27.68,-0.518,1,MODIS_AQUA
8.5,101.25,2023-07-23,27.46,-0.738,1,MODIS_AQUA
8.5,104.75,2023-07-23,28.39,0.189,1,MODIS_AQUA
8.5,105.0,2023-07-23,28.43,0.237,1,MODIS_AQUA
8.5,122.0,2023-07-23,28.67,0.473,2,MODIS_AQUA
8.75,100.75,2023-07-23,28.94,0.67,1,MODIS_AQUA
9.0,99.0,2023-07-23,28.03,-0.316,1,MODIS_AQUA
9.0,100.75,2023-07-23,29.02,0.677,2,MODIS_AQUA
9.0,101.0,2023-07-23,28.64,0.293,2,MODIS_AQUA
9.0,101.25,2023-07-23,28.62,0.279,1,MODIS_AQUA
9.0,109.0,2023-07-23,28.45,0.107,1,MODIS_AQUA
9.0,121.0,2023-07-23,28.96,0.612,1,MODIS_AQUA
9.25,100.75,2023-07-23,28.78,0.36,1,MODIS_AQUA
9.5,100.75,2023-07-23,28.2,-0.295,2,MODIS_AQUA
9.5,101.0,2023-07-23,28.55,0.058,1,MODIS_AQUA
9.75,100.75,2023-07-23,28.6,0.032,1,MODIS_AQUA
10.0,118.0,2023-07-23,28.82,0.171,1,MODIS_AQUA
11.0,97.0,2023-07-23,28.57,0.221,2,MODIS_AQUA
